--------- beginning of /dev/log/main 
I/Icing   (26586): Indexing F4FAA6262FE39DDD50BAE6B7AF5CDB8D73BA0DB0 from com.google.android.gms 
I/Icing   (26586): Indexing done F4FAA6262FE39DDD50BAE6B7AF5CDB8D73BA0DB0 
I/WearableService(  643): Wearable Services stopping 
D/AndroidRuntime(31540):  
D/AndroidRuntime(31540): >>>>>> AndroidRuntime START com.android.internal.os.RuntimeInit <<<<<< 
D/AndroidRuntime(31540): CheckJNI is OFF 
D/dalvikvm(31540): Using executionMode 2 
D/dalvikvm(31540): Trying to load lib libjavacore.so 0x0 
D/dalvikvm(31540): Added shared lib libjavacore.so 0x0 
D/dalvikvm(31540): Trying to load lib libnativehelper.so 0x0 
D/dalvikvm(31540): Added shared lib libnativehelper.so 0x0 
D/dalvikvm(31540): No JNI_OnLoad found in libnativehelper.so 0x0, skipping init 
D/dalvikvm(31540): Note: class Landroid/app/ActivityManagerNative; has 179 unimplemented (abstract) methods 
E/memtrack(31540): Couldn't load memtrack module (No such file or directory) 
E/android.os.Debug(31540): failed to load memtrack module: -2 
D/AndroidRuntime(31540): Calling main entry com.android.commands.monkey.Monkey 
--------- beginning of /dev/log/system 
W/BroadcastQueue(  346): Skipping deliver [background] BroadcastRecord{4b1b3978 u-1 android.net.conn.CONNECTIVITY_CHANGE} to ReceiverList{4ae49894 31540 (unknown name)/0/u-1 remote:4abc2cb8}: process crashing 
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.windyty.android/com.windyty.StartActivity} from pid 31540 
I/ActivityManager(  346): Start proc com.windyty.android for activity com.windyty.android/com.windyty.StartActivity: pid=31550 uid=10092 gids={50092, 3003} 
W/NetworkManagementSocketTagger(  346): setKernelCountSet(10092, 1) failed with errno -13 
I/dalvikvm(31550): ignoring registerObject request in thread=1 
I/dalvikvm(31550): ignoring registerObject request in thread=1 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x1 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x1 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x0 a=-1} 
W/Resources(31550): Converting to string: TypedValue{t=0x10/d=0x0 a=-1} 
I/dalvikvm(31550): Could not find method android.preference.DialogPreference.<init>, referenced from method com.windyty.gui.MyDialogPreference.<init> 
W/dalvikvm(31550): VFY: unable to resolve direct method 1270: Landroid/preference/DialogPreference;.<init> (Landroid/content/Context;)V 
D/dalvikvm(31550): VFY: replacing opcode 0x70 at 0x0000 
D/dalvikvm(31550): JIT code cache reset in 0 ms (0 bytes 1/0) 
D/dalvikvm(31550): GC_CONCURRENT freed 227K, 9% free 2969K/3256K, paused 5ms+2ms, total 9ms 
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3741K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3741K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 1ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3741K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 1ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3743K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3743K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 13% free 3741K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3741K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3746K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3747K/4296K, paused 3ms, total 3ms
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_CENTER, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371561, downTime=5371561, deviceId=-1, source=0x101 }
D/dalvikvm(31550): GC_FOR_ALLOC freed 305K, 13% free 3747K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3749K/4296K, paused 1ms, total 2ms
W/EGL_emulation(31550): eglSurfaceAttrib not implemented 3093 12436
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3749K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3749K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3749K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3749K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 13% free 3748K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3748K/4296K, paused 6ms, total 6ms
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.HOME] flg=0x10200000 cmp=com.vphone.launcher/.Launcher} from pid 346
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3748K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3748K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3749K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3749K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3749K/4296K, paused 5ms, total 5ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 305K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 308K, 13% free 3748K/4296K, paused 3ms, total 3ms
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371687, downTime=5371687, deviceId=-1, source=0x101 }
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371691, downTime=5371691, deviceId=-1, source=0x101 }
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371694, downTime=5371694, deviceId=-1, source=0x101 }
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3748K/4296K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 2ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 309K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3741K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
W/InputMethodManagerService(  346): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4aa118c4 attribute=null, token = android.os.BinderProxy@4aabdb04
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 13% free 3742K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 5ms, total 5ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 5ms, total 5ms
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_UP, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371754, downTime=5371754, deviceId=-1, source=0x101 }
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371757, downTime=5371757, deviceId=-1, source=0x101 }
D/dalvikvm(31550): GC_FOR_ALLOC freed 309K, 13% free 3747K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 1ms, total 1ms
W/EGL_emulation(31550): eglSurfaceAttrib not implemented 3093 12436
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3749K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3749K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3749K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3749K/4296K, paused 2ms, total 2ms
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_UP, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371759, downTime=5371759, deviceId=-1, source=0x101 }
D/dalvikvm(31550): GC_FOR_ALLOC freed 305K, 13% free 3749K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 306K, 13% free 3749K/4296K, paused 4ms, total 4ms
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371778, downTime=5371778, deviceId=-1, source=0x101 }
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3749K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3749K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3749K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3749K/4296K, paused 3ms, total 3ms
I/ActivityManager(  346): START u0 {act=android.intent.action.MAIN cat=[android.intent.category.LAUNCHER] flg=0x10200000 cmp=com.windyty.android/com.windyty.StartActivity} from pid 31540
D/dalvikvm(31550): GC_FOR_ALLOC freed 309K, 13% free 3748K/4296K, paused 4ms, total 4ms
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x400, repeatCount=0, eventTime=5371793, downTime=5371793, deviceId=-1, source=0x101 }
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_LEFT, scanCode=0, metaState=0, flags=0x400, repeatCount=0, eventTime=5371793, downTime=5371793, deviceId=-1, source=0x101 }
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371801, downTime=5371801, deviceId=-1, source=0x101 }
D/dalvikvm(31550): GC_FOR_ALLOC freed 305K, 13% free 3747K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3747K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3747K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3748K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 307K, 13% free 3743K/4296K, paused 4ms, total 4ms
W/InputMethodManagerService(  346): Window already focused, ignoring focus gain of: com.android.internal.view.IInputMethodClient$Stub$Proxy@4aabf98c attribute=null, token = android.os.BinderProxy@4aabdb04
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3742K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3742K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3743K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3743K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3743K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3743K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 3ms, total 3ms
I/ActivityManager(  346): START u0 {act=android.intent.action.CALL_BUTTON flg=0x10000000} from pid 31550
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3747K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 305K, 13% free 3746K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 3ms, total 3ms
W/PhoneFallbackEventHandler(31550): No activity found for android.intent.action.CALL_BUTTON.
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3746K/4296K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 2ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 1ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3746K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 13% free 3746K/4296K, paused 4ms, total 5ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3747K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3747K/4296K, paused 1ms, total 1ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3747K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 13% free 3746K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3746K/4296K, paused 5ms, total 5ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 1ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3746K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 304K, 13% free 3751K/4296K, paused 2ms, total 2ms
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_DOWN, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371934, downTime=5371934, deviceId=-1, source=0x101 }
D/dalvikvm(31550): GC_FOR_ALLOC freed 306K, 13% free 3752K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 1ms, total 1ms
W/EGL_emulation(31550): eglSurfaceAttrib not implemented 3093 12436
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3753K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3753K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3753K/4296K, paused 2ms, total 2ms
W/ViewRootImpl(31550): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_MENU, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371959, downTime=5371959, deviceId=-1, source=0x101 }
V/PanelView(  531): animationTick called with dtms=0; nothing to do (h=0.0 v=4500.0)
W/WindowManager(  346): updateFocusedWindowLocked, focusedAppToken is null.
D/dalvikvm(31550): GC_FOR_ALLOC freed 308K, 13% free 3752K/4296K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3752K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3752K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 3ms, total 3ms
W/EGL_emulation(  531): eglSurfaceAttrib not implemented 3093 12436
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3752K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 4ms, total 4ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3752K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 4ms, total 4ms
W/ViewRootImpl(  531): Dropping event due to no window focus: KeyEvent { action=ACTION_DOWN, keyCode=KEYCODE_DPAD_RIGHT, scanCode=0, metaState=0, flags=0x8, repeatCount=0, eventTime=5371987, downTime=5371987, deviceId=-1, source=0x101 }
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 4ms, total 5ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3752K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 2ms, total 2ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 302K, 13% free 3752K/4296K, paused 3ms, total 3ms
D/dalvikvm(31550): GC_FOR_ALLOC freed 303K, 13% free 3753K/4296K, paused 3ms, total 3ms
